Hotel Mykonos Beach;150;DISPONIBILE;Situato vicino alla città di Mykonos, è una scelta economica per chi desidera una sistemazione confortevole ma a un prezzo accessibile. La posizione è perfetta per esplorare l'isola.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/76311075.jpg?k=b31be02add486f4ad7ed2ccf05b34e5167f8eb27b6f25d2cb515e32613ad1a29&o=&hp=1;4
Gran Hotel Atlantis Bahía Real;180;DISPONIBILE;Questo hotel di lusso offre camere eleganti, una vista mozzafiato e una piscina all'aperto. È un'ottima scelta per chi cerca il massimo del comfort.;https://cf.bstatic.com/xdata/images/hotel/max1024x768/341916493.webp?k=4125ba6d2ddfd0bc2d29baefde0e6a64f763142040833daf53e1f7007582a05c&o=;5
Barceló Fuerteventura Thalasso Spa;150;DISPONIBILE;Un resort di lusso che offre un'esperienza unica con una spa termale, piscine e camere moderne. La posizione è perfetta per una vacanza rilassante sulla costa.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/331657965.jpg?k=4e21b189197ad05687212bc66fc976c7e11e0ce2c50038c5311e2f4fc0951758&o=&hp=1;5
Hotel Riu Palace Tres Islas;160;DISPONIBILE;Un hotel elegante situato in una delle migliori zone di Fuerteventura. Dispone di camere spaziose, piscine e accesso diretto alla spiaggia.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/256173926.jpg?k=dab5601a270fb10f9ec9c9276d387ebdda32e6294fe82b908fc543b6a2421c6d&o=&hp=1;5
Iberostar Playa Gaviotas;120;DISPONIBILE;Questa opzione offre un soggiorno confortevole a un buon prezzo. Dispone di ampie camere, ristoranti, e una posizione vicino alla spiaggia.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/399745282.jpg?k=5580cfb08eeed21a08c239cf2736787964c5555077009a9262ed7b7244e16ad7&o=&hp=1;5
Nobu Hotel Ibiza Bay;350;DISPONIBILE;Con camere lussuose e una vista spettacolare sul mare, Nobu è l'epitome del lusso a Ibiza, con ottimi ristoranti e una spa esclusiva.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/279141946.jpg?k=a85aa2678c099a13245c65ed6208601d0647b0524cbbf21bc82e7eee9ec0b386&o=&hp=1;6
Ushuaïa Ibiza Beach Hotel;250;DISPONIBILE;Questo hotel è famoso per la sua vivace atmosfera da club e la sua eccellente posizione sulla spiaggia. È l'ideale per chi cerca una vacanza di lusso e divertimento.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/603589201.jpg?k=4b3774b866fcd5284b15f598bb044fcce7aa1978e5f10ad322e8b3cff70be349&o=&hp=1;6
Hotel Es Vive;150;DISPONIBILE;Un boutique hotel chic, perfetto per chi cerca un soggiorno a Ibiza con un buon rapporto qualità-prezzo. La posizione e il servizio sono ottimi.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/296870973.jpg?k=18f0293a82019ba671fe79ed812c0328491f16437f995a4c92bce5aadbc8cffe&o=&hp=1;6
Hotel Pacha Ibiza;180;DISPONIBILE;Conosciuto per il famoso club Pacha, l'hotel offre un soggiorno moderno e lussuoso con accesso a una delle destinazioni più iconiche dell'isola.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/555897007.jpg?k=d10692b4bbdb15a819dcd3b95326a4a8cad80a160bc241e127b0e4f9f99e5a0d&o=&hp=1;6
Hotel Arts Barcelona;450;DISPONIBILE;Lussuoso hotel con vista sul mare e sul porto olimpico. Offre camere eleganti, una spa esclusiva e ristoranti stellati Michelin.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/481761142.jpg?k=f9b258b3aaa9f2cccbbb7ec16c9494b96e3c0e9bcd24a9be994d2cd1d3a643f4&o=&hp=1;7
W Barcelona;350;DISPONIBILE;Situato sulla spiaggia, il W Barcelona è un hotel moderno con una vista spettacolare, piscina sul tetto e una vibrante atmosfera.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/590627068.jpg?k=02791ec9ac8b9a0548bbba0b478ee7a0c815fe97a33d7dd9e5b7f208ef41f67b&o=&hp=1;7
Catalonia Barcelona Plaza;120;DISPONIBILE;Un'ottima scelta con un buon rapporto qualità-prezzo. Offre camere moderne e una posizione centrale vicino alla Piazza di Spagna.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/545140469.jpg?k=0316bd490f9091182e09ab67716aacdfc7d8e89db6bceae49a5a26ab7efadc6a&o=&hp=1;7
Hotel Praktik Rambla;170;DISPONIBILE;Un hotel economico situato nel cuore di Barcellona, offre camere semplici ma eleganti e una posizione strategica per visitare la città.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/161159455.jpg?k=6be0ac19b33730bf17397f066521417a600ea17a3f3f37174277b37dfe5fd996&o=&hp=1;7
Hotel de Russie;600;DISPONIBILE;Situato vicino a Piazza del Popolo, l'Hotel de Russie è noto per il suo giardino segreto e l'eleganza senza tempo. Offre camere lussuose e una spa esclusiva.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/49744926.jpg?k=e93af52e9f122d96aed22cad9c34a2657479f8b44b4bb6cf2691d95a5ea5c032&o=&hp=1;8
The St. Regis Rome;500;DISPONIBILE;Un hotel di lusso con interni mozzafiato, una spa e un servizio di altissimo livello. La sua posizione centrale lo rende ideale per esplorare Roma.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/432716154.jpg?k=e093b414c5095eff204b5f57999b52ae1c518a288e8687136b0ffd0ef2f3a091&o=&hp=1;8
Hotel Artemide;170;DISPONIBILE;Un'opzione di fascia media, l'Hotel Artemide offre camere eleganti e una posizione centrale, perfetta per visitare le principali attrazioni turistiche.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/64108367.jpg?k=454234773f3242d349966e31f661143ce05383d50f188c9a3898ae238a70248f&o=&hp=1;8
Hotel Nazionale;130;DISPONIBILE;Un'opzione economica situata vicino alla Piazza di Montecitorio, l'hotel offre camere confortevoli e una posizione centrale a un prezzo accessibile.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/233803588.jpg?k=7a89fac0d44ceb91ecbdf89fd57f66e156210c2c35b33f72c7ba01ede15e97a2&o=&hp=1;8
The Dylan Amsterdam;250;DISPONIBILE;Situato nel cuore del Jordaan, questo boutique hotel offre camere eleganti e un ristorante stellato Michelin. La posizione centrale permette di esplorare facilmente la città.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/500135525.jpg?k=f21e58b1cd1c8016c760337ec1646c213414cb20313693ebfab3f4e31c10fbff&o=&hp=1;9
Hotel Estherea;150;DISPONIBILE;Situato lungo il canale Singel, questo hotel a conduzione familiare offre camere accoglienti con arredi classici e una colazione variegata. La posizione è ideale per visitare le principali attrazioni turistiche.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/605629759.jpg?k=84ea43ce613e76769eb9688d9a85a8d8e7cee5c5ebb498ab3218337145472945&o=&hp=1;9
Generator Amsterdam;50;DISPONIBILE;Situato nel quartiere di Oost, questo ostello moderno offre sia dormitori condivisi che camere private. Dispone di un bar vivace e spazi comuni accoglienti.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/61987418.jpg?k=0071966c8b5c4bacf04ee62df70c5a8fdd01cd4285ba157efa83f547f7bac03a&o=&hp=1;9
The Hoxton, Amsterdam;200;DISPONIBILE;Situato nel quartiere di Herengracht, questo hotel offre camere dal design moderno e accogliente, oltre a un ristorante e un bar alla moda. La posizione è ottima per lo shopping e la cultura.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/280378255.jpg?k=47ac11f71a7127b28a183feddac8d7fbb27238b8dc638d9030bc3f9816524464&o=&hp=1;9
Grand Hôtel Stockholm;300;DISPONIBILE;Situato di fronte al Palazzo Reale, questo hotel di lusso offre camere spaziose, una spa premiata e ristoranti gourmet. La vista sulla città è spettacolare.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/112806338.jpg?k=fff38c049dd9efb7359fa3b5dbd2928a0a1dc9569ccebdf6ca8335edd8af37c2&o=&hp=1;10
Hotel Skeppsholmen;200;DISPONIBILE;Situato su un'isola tranquilla, questo hotel boutique offre camere moderne in un edificio storico, circondato da natura e a breve distanza dalle principali attrazioni.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/11012274.jpg?k=43f3e65db15969bc01d4cb50447ee0e8b257ca76c5edeaa79f40d3ef4fb63236&o=&hp=1;10
City Hostel;40;DISPONIBILE;Situato nel centro di Stoccolma, questo ostello offre camere private e dormitori condivisi, con una cucina in comune e un'atmosfera accogliente.;https://cf.bstatic.com/xdata/images/hotel/max1024x768/86721402.webp?k=afb8d8a9ecb2e695bec030a251377af3ae540bb85c2ab310b2432d648c98e498&o=;10
Scandic Gamla Stan;160;DISPONIBILE;Situato nel cuore del centro storico, questo hotel offre camere accoglienti e una colazione variegata. La posizione è ideale per esplorare le stradine storiche di Gamla Stan.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/654369367.jpg?k=8e59d8faba62f3ac9192278a25fd572accdea38bbdf0ab51952766043a92d65c&o=&hp=1;10
Hotel Stary;200;DISPONIBILE;Situato nella piazza principale, questo hotel combina lusso e storia, offrendo camere eleganti, una spa e una piscina coperta. La posizione è ideale per esplorare la città.;https://cf.bstatic.com/xdata/images/hotel/max1024x768/227102196.webp?k=3e7eca7620e6f9a57c79e9f9f570d834cac4690f862363491cbdaa5348e0fc9d&o=;11
PURO Kraków Kazimierz;150;DISPONIBILE;Situato nel quartiere ebraico, questo hotel moderno offre camere spaziose, un ristorante e una palestra. La zona è ricca di vita notturna e cultura.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/159893391.jpg?k=394dcd75d19f6aa3af04704c7dc290ba9cd6b69436320df1a37d11f8b8e925ed&o=&hp=1;11
Greg & Tom Beer House Hostel;40;DISPONIBILE;Situato nel centro città, questo ostello offre dormitori e camere private, con un'atmosfera vivace e un bar popolare tra i viaggiatori.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/15676868.jpg?k=5aa4da4ecb07465ce3b409388e90f2f8a84a22508d7b55aa97f1c0ec71f0433d&o=&hp=1;11
Hotel Wentzl;180;DISPONIBILE;Situato nella piazza principale, questo hotel storico offre camere con arredi d'epoca e una vista sulla piazza. La posizione è perfetta per chi vuole essere nel cuore dell'azione.;https://cf.bstatic.com/xdata/images/hotel/max1024x768/17086810.webp?k=f75259d7f444a6dd863747ed53a153bb0ace230eeedf50a1ecf219cb19969d4c&o=;11
InterContinental Kyiv;200;DISPONIBILE;Situato nel centro di Kiev, questo hotel di lusso offre camere spaziose, una spa e ristoranti raffinati. La posizione è ideale per esplorare la città.;https://cf.bstatic.com/xdata/images/hotel/max1024x768/226815343.webp?k=f24dd14b87763725ca5c6206766d8cf91ff4e0f3ae5ba67190bedc4a12fd5ba9&o=;12
11 Mirrors Design Hotel;150;DISPONIBILE;Situato vicino al Teatro dell'Opera, questo hotel boutique offre camere moderne con design unico e un servizio personalizzato.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/170870387.jpg?k=2d7381d5fd788f5337c3696ba7386ce756d703feaade845e6a2599cb7fd3aafd&o=&hp=1;12
Dream House Hostel;50;DISPONIBILE;Situato nel centro città, questo ostello offre dormitori e camere private, con una cucina in comune e un'atmosfera accogliente.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/303128534.jpg?k=c3fa3ae1f26413b16d608b422c3d59011aa00da8427b2a530de8d676a1cd37b4&o=&hp=1;12
Khreschatyk City Center Hotel;150;DISPONIBILE;Situato sulla via principale di Kiev, questo hotel offre camere confortevoli e una posizione centrale, ideale per lo shopping e le attrazioni turistiche.;https://cf.bstatic.com/xdata/images/hotel/max1024x768/252160346.webp?k=e2b50af08c56eb90a99fdd22fe630e4990416e1fe8463598bbc2485311fdfab1&o=;12
Belmond Grand Hotel Europe;250;DISPONIBILE;Situato sulla Nevsky Prospect, questo hotel di lusso offre camere eleganti, ristoranti gourmet e una posizione centrale vicino alle principali attrazioni.;https://grandhoteleurope.com/upload/iblock/e80/1s8pg4ner5f6df7gdadj37ad8igt9aki.jpeg;13
Hotel Astoria;200;DISPONIBILE;Situato vicino alla Cattedrale di Sant'Isacco, questo hotel offre camere spaziose, una spa e ristoranti raffinati. La vista sulla cattedrale è spettacolare.;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/78/77/6b/astoria-hotel.jpg?w=2000&h=-1&s=1;13
Red Stars Hostel;50;DISPONIBILE;Situato nel centro città, questo ostello offre dormitori e camere private, con una cucina in comune e un'atmosfera amichevole.;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/cf/74/72/caption.jpg?w=1400&h=-1&s=1;13
Amsterdam Hotel;100;DISPONIBILE;Situato nel centro storico, questo hotel offre camere confortevoli e una colazione variegata. La posizione è ideale per esplorare la città a piedi.;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/4b/88/10/caption.jpg?w=800&h=-1&s=1;13
The Ritz-Carlton, Moscow;300;DISPONIBILE;Situato vicino alla Piazza Rossa, questo hotel di lusso offre camere eleganti con una vista spettacolare sul Cremlino, una spa e ristoranti raffinati.;https://carltonmoscow.com/upload/iblock/1aa/81c0vv4xrvdqx90eqqi524dr0imfxv46.jpeg;14
Ararat Park Hyatt Moscow;200;DISPONIBILE;Con una posizione centrale, questo hotel offre camere moderne e spaziose, una piscina panoramica, ristoranti di alta classe e una vista incredibile sulla città.;https://araratparkhotel.ru/wp-content/uploads/2022/07/Volodin_75A8556-HDR_R.webp;14
Hotel Savoy Moscow;150;DISPONIBILE;Un hotel elegante e storico situato a pochi passi dal Cremlino e dalla Piazza Rossa, con camere dallo stile classico, una spa e ristoranti gourmet.;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/3a/2b/f8/caption.jpg?w=1400&h=-1&s=1;14
Hostel Zelenograd;50;DISPONIBILE;Questo ostello economico si trova nel quartiere di Zelenograd, a nord di Mosca. Offre camere private e dormitori condivisi, con una cucina in comune e spazi accoglienti.;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/4d/3b/db/classical-room.jpg?w=1100&h=-1&s=1;14
The Grand Mark Prague;200;DISPONIBILE;Situato nel centro di Praga, questo hotel di lusso offre camere eleganti, una spa e una piscina coperta, con un ristorante raffinato e un servizio impeccabile.;https://cf.bstatic.com/xdata/images/hotel/max1024x768/122478965.webp?k=44fa9290ff99c14f041a3903c758b8e3b56a5b16e8b0d492f02556683aad09f3&o=;15
Hotel Paris Prague;150;DISPONIBILE;Un hotel storico con interni Art Nouveau, situato vicino al centro città. Offre camere spaziose, un ristorante di alta classe e una posizione eccellente per esplorare le attrazioni.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/265491441.jpg?k=1a842f1cc70d4bd85facfbc9cda823d1238fff5a278b4e9ed3d6addebb8e7aeb&o=&hp=1;15
Mosaic House;80;DISPONIBILE;Questo hotel ecologico offre camere moderne e un'atmosfera rilassata, con una zona lounge e un bar alla moda. La sua posizione è ideale per esplorare il centro di Praga.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/262478518.jpg?k=bbc5ed92db66f2956754c473660c301d7623693850182e6bb16101bfd989994a&o=&hp=1;15
Czech Inn Hostel;50;DISPONIBILE;Un ostello accogliente con una combinazione di dormitori e camere private. Si trova a breve distanza dal centro città e offre una cucina in comune e una piacevole zona lounge.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/647358158.jpg?k=08fc7cdd8007f6e20fc10074457be89da7586987e38f20b29caaed80b3a96b26&o=&hp=1;15
Hotel Negresco;300;DISPONIBILE;Questo hotel iconico sulla Promenade des Anglais è un simbolo di lusso e raffinatezza. Le camere eleganti offrono una vista sul mare e l'accesso a una spa e ristoranti gourmet.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/85962611.jpg?k=76fabe31f765417836758d93b41907424fef1cca2e3a8815b72a4b70df0bd802&o=&hp=1;16
Hyatt Centric Le Majestic;200;DISPONIBILE;Situato vicino al centro di Nizza, offre camere moderne e una piscina sul tetto con vista sul mare. La posizione è perfetta per esplorare la città e la costa.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/220970160.jpg?k=877d64721219671cb1f6fea4b363c817886dd170d393609623b0a060df75fa63&o=&hp=1;16
Hotel La Villa Nice Promenade;120;DISPONIBILE;Situato vicino alla spiaggia, questo hotel boutique offre camere confortevoli e una terrazza panoramica. La posizione è ideale per godersi il mare e il centro di Nizza.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/247726683.jpg?k=03f1b1c6ae90d114f509b887d13cea23bb2dd65fd5003bbcb09bb5cce61ea5b4&o=&hp=1;16
Hotel Ozz By HappyCulture;45;DISPONIBILE;Un ostello moderno che offre camere private e dormitori. È situato in una posizione centrale, ideale per giovani viaggiatori e backpacker, con spazi comuni accoglienti.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/308428163.jpg?k=073f371933407b28c7a262dd190bdd56d4d5c1632beaf42e9adb669b21edfacc&o=&hp=1;16
The Phoenicia Malta;250;DISPONIBILE;Questo hotel di lusso situato a Valletta offre camere eleganti, una piscina all'aperto e ristoranti raffinati. È perfetto per esplorare la capitale storica di Malta.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/102059784.jpg?k=791d441ffc016ae5e62552b41e049c231a23b9a4c8c226ce369b41515220001f&o=&hp=1;17
Corinthia Hotel St. George's Bay;200;DISPONIBILE;Situato lungo la costa, questo hotel offre camere con vista mare, una spa, numerose piscine e diversi ristoranti. È ideale per chi cerca una vacanza rilassante.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/343924151.jpg?k=950672090a9bec2a6da6c8b79dcbba2c4c7bd0aeb120229f63c18379ff9df963&o=&hp=1;17
Hotel Valentina;110;DISPONIBILE;Un hotel boutique a Sliema, con camere moderne, una piscina all'aperto e una posizione comoda per esplorare la zona. Un'ottima opzione di lusso a prezzi moderati.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/296847886.jpg?k=0b9ced26b6c809861155f3ba6eeb5575f4dab250aa0cf27b21cd8d0b19af761d&o=&hp=1;17
The British Hotel;70;DISPONIBILE;Situato a Valletta, questo hotel economico offre camere semplici e pulite, con una splendida vista sul mare e una posizione ideale per esplorare la città.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/525387114.jpg?k=8633211d46bf528f218436846587b3fcf51e38ce46d0306a093e93720f3581ce&o=&hp=1;17
Blue Palace, a Luxury Collection Resort & Spa;300;DISPONIBILE;Situato nella zona di Elounda, questo resort di lusso offre ville e camere eleganti con vista mare, una spa di classe mondiale e una varietà di ristoranti e attività.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/591466666.jpg?k=b94541ff3a6e6dc74af4582d8f021fc254b8d70738d7879f5103058c975880da&o=&hp=1;18
Domes of Elounda, Autograph Collection;250;DISPONIBILE;Un resort esclusivo a Elounda con ville private e piscine, ristoranti gourmet e un servizio eccezionale. È ideale per una vacanza rilassante e romantica.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/643215719.jpg?k=49d46b33831315424144a24ea8f79a877abdbb98436d7bfc94d59824ad9e5223&o=&hp=1;18
Kalimera Kriti Hotel & Village Resort;150;DISPONIBILE;Situato vicino a Sissi, questo hotel offre un mix di camere moderne e tradizionali con una piscina all'aperto, ristoranti e una spiaggia privata.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/248296239.jpg?k=f185ff8fcacc72ce0c061e0d654796a5c8368a1f4dd64d7134eff9660ff8df47&o=&hp=1;18
Hostel 56;50;DISPONIBILE;Situato a Heraklion, questo ostello economico è ideale per giovani viaggiatori. Offre dormitori condivisi, camere private e una cucina in comune.;https://cf.bstatic.com/xdata/images/hotel/max1280x900/154324335.jpg?k=7498ad90f044dbe4f1dd0f528d0e22623825155b74317a7d6734f2d8d3cc4c5f&o=&hp=1;18
